entry_id,date,posting_time,posting_datetime,department,gl_account,account_description,vendor,amount,preparer,approver,po_number,invoice_number,po_amount,invoice_amount,payment_amount,planted_anomaly_type
102095,2024-01-24,17:24:00,2024-01-24 17:24:00,Procurement,5300,Professional Fees,"Brown, Baker and Alvarado",19227.35,Denise Elliott,Tanner Avila,PO627904,INV958840,19227.35,19227.35,19227.35,none
103969,2024-01-24,18:42:00,2024-01-24 18:42:00,HR,5000,Raw Materials Expense,Larson PLC,13005.29,Anita Harris,Jeffrey Hancock,PO592071,INV553544,13005.29,13005.29,13005.29,none
103300,2024-01-25,09:13:00,2024-01-25 09:13:00,Sales,5000,Raw Materials Expense,Lopez Ltd,21359.37,Alyssa Jackson,Dawn Hall,PO769600,INV659673,21359.37,21359.37,21359.37,none
100300,2024-01-25,09:18:00,2024-01-25 09:18:00,HR,5300,Professional Fees,"Decker, Eaton and Arnold",6484.95,Gary Mays,Taylor Carroll,PO162160,INV64397,6484.95,6484.95,6484.95,none
102681,2024-01-25,10:24:00,2024-01-25 10:24:00,Sales,6000,Vendor Payments,Davidson-Frank,8831.73,Christopher Chung,Thomas Martin,PO198115,INV667713,8831.73,8831.73,8831.73,none
104041,2024-01-25,10:45:00,2024-01-25 10:45:00,Sales,5500,Utilities,Lopez Ltd,19360.61,Austin Cohen,Dawn Hall,PO987615,INV332202,19360.61,19360.61,19360.61,none
101531,2024-01-25,11:02:00,2024-01-25 11:02:00,Finance,5500,Utilities,Harris PLC,13084.1,Lawrence Davis,Christopher Chung,PO912481,INV554500,13084.1,13084.1,13084.1,none
104753,2024-01-25,11:15:00,2024-01-25 11:15:00,Finance,5000,Raw Materials Expense,"Yang, Weber and Nielsen",7940.1,Nicole Chavez,Michael Macdonald,PO730001,INV598062,7940.1,7940.1,7940.1,none
101493,2024-01-25,11:20:00,2024-01-25 11:20:00,Finance,5400,IT & Software,Cowan-Powers,17372.38,Taylor Carroll,Jeffrey Hancock,PO890429,INV749865,17372.38,17372.38,17372.38,none
104960,2024-01-25,11:22:00,2024-01-25 11:22:00,Procurement,5500,Utilities,"White, Tucker and Wolf",75000.0,Autumn Reed,Michael Fox,PO397470,INV913197,75000.0,75000.0,75000.0,round_number
102196,2024-01-25,13:24:00,2024-01-25 13:24:00,Finance,5500,Utilities,Gomez Ltd,14748.94,Sergio Arroyo,Thomas Martin,PO606760,INV53375,14748.94,14748.94,14748.94,none
104026,2024-01-25,13:41:00,2024-01-25 13:41:00,IT,5400,IT & Software,Schneider-Clark,9957.5,Donald Ferguson,Thomas Martin,PO563205,INV407641,9957.5,9957.5,9957.5,none
101260,2024-01-25,13:56:00,2024-01-25 13:56:00,Procurement,6000,Vendor Payments,Lopez Ltd,15995.42,Denise Elliott,Taylor Carroll,PO684510,INV962062,15995.42,15995.42,15995.42,none
101599,2024-01-25,14:05:00,2024-01-25 14:05:00,HR,5000,Raw Materials Expense,Smith-Parker,1734.85,Corey Jones,Donna Weber,PO93562,INV835907,1734.85,1734.85,1734.85,none
101683,2024-01-25,15:19:00,2024-01-25 15:19:00,Procurement,5400,IT & Software,Miller LLC,14451.84,Elizabeth Boyle,Christina Miller,PO882601,INV979568,14451.84,14451.84,14451.84,none
104079,2024-01-25,15:21:00,2024-01-25 15:21:00,Marketing,5400,IT & Software,Mora-Lynn,2440.49,Autumn Reed,Kyle King,PO822148,INV759729,2440.49,2440.49,2440.49,none
102436,2024-01-25,16:09:00,2024-01-25 16:09:00,HR,5000,Raw Materials Expense,Gross-Morrison,10528.12,Elizabeth Shea,Patricia Lopez,PO776385,INV901384,10528.12,10528.12,10528.12,none
102956,2024-01-25,16:17:00,2024-01-25 16:17:00,Sales,5500,Utilities,Reyes-Glover,39689.92,Timothy Johnson,Christina Miller,PO935171,INV467911,39689.92,39689.92,39689.92,none
101196,2024-01-25,17:04:00,2024-01-25 17:04:00,Sales,5400,IT & Software,Mora-Lynn,3044.46,Patricia Perry,Timothy Johnson,PO979066,INV165691,3044.46,3044.46,3044.46,none
102901,2024-01-26,09:38:00,2024-01-26 09:38:00,HR,5000,Raw Materials Expense,"Dixon, Jackson and Benjamin",6139.32,Nicole Clarke,Autumn Reed,PO937811,INV232103,6139.32,6139.32,6139.32,none
103450,2024-01-26,09:58:00,2024-01-26 09:58:00,Operations,5200,Travel & Entertainment,"Dixon, Jackson and Benjamin",25912.38,Lawrence Davis,Donna Weber,PO610287,INV12804,25912.38,25912.38,25912.38,none
104195,2024-01-26,10:21:00,2024-01-26 10:21:00,IT,5200,Travel & Entertainment,Smith-Wise,10319.81,Lawrence Davis,Tanner Avila,PO65455,INV943200,10319.81,10319.81,10319.81,none
103221,2024-01-26,10:29:00,2024-01-26 10:29:00,IT,5200,Travel & Entertainment,"Smith, Montgomery and Reyes",2938.87,Janice Bush,Michael Macdonald,PO622966,INV193471,2938.87,2938.87,2938.87,none
103808,2024-01-26,11:15:00,2024-01-26 11:15:00,Operations,5400,IT & Software,Rogers Ltd,4667.97,Dawn Hall,Corey Jones,PO981224,INV86352,4667.97,4667.97,4667.97,none
103714,2024-01-26,13:11:00,2024-01-26 13:11:00,HR,5200,Travel & Entertainment,Smith-Parker,35354.85,Nicole Clarke,Patricia Lopez,PO874121,INV14116,35354.85,35354.85,35354.85,none
102684,2024-01-26,14:14:00,2024-01-26 14:14:00,Marketing,5400,IT & Software,"Hernandez, Hopkins and Houston",15430.79,Michael Macdonald,Denise Elliott,PO797301,INV470808,15430.79,15430.79,15430.79,none
101983,2024-01-26,14:36:00,2024-01-26 14:36:00,Finance,5200,Travel & Entertainment,Davidson-Frank,14582.86,Christina Miller,Janice Bush,PO209415,INV840178,14582.86,14582.86,14582.86,none
103214,2024-01-26,15:23:00,2024-01-26 15:23:00,Marketing,6000,Vendor Payments,Evans Ltd,34958.27,Patricia Lopez,Gary Stone,PO548964,INV599813,34958.27,34958.27,34958.27,none
104254,2024-01-26,15:34:00,2024-01-26 15:34:00,Operations,5500,Utilities,Miller LLC,17579.53,Nicole Clarke,Michael Rivas,PO955731,INV533272,17579.53,17579.53,17579.53,none
103409,2024-01-26,16:00:00,2024-01-26 16:00:00,HR,5300,Professional Fees,Jones Inc,10268.68,Brittany Jackson,Gary Mays,PO498086,INV193645,10268.68,10268.68,10268.68,none
102081,2024-01-26,16:28:00,2024-01-26 16:28:00,Marketing,5300,Professional Fees,"Jefferson, Sullivan and Young",7075.87,Alyssa Jackson,Gary Mays,PO738190,INV299986,7075.87,7075.87,7075.87,none
102849,2024-01-26,16:30:00,2024-01-26 16:30:00,Operations,5000,Raw Materials Expense,Lopez Ltd,53854.96,Gary Mays,Christina Miller,PO463596,INV846065,53854.96,53854.96,53854.96,none
103724,2024-01-26,16:59:00,2024-01-26 16:59:00,Procurement,5000,Raw Materials Expense,Rogers Ltd,5691.68,Nicole Chavez,Michael Fox,PO869888,INV729918,5691.68,5691.68,5691.68,none
103853,2024-01-26,17:03:00,2024-01-26 17:03:00,Procurement,6000,Vendor Payments,Davidson-Frank,44933.39,Alyssa Jackson,Denise Elliott,PO483034,INV707790,44933.39,44933.39,44933.39,none
101873,2024-01-26,17:13:00,2024-01-26 17:13:00,Finance,6000,Vendor Payments,Miller LLC,30296.31,Janice Bush,Nicole Chavez,PO568514,INV572439,30296.31,30296.31,30296.31,none
104147,2024-01-26,17:18:00,2024-01-26 17:18:00,Procurement,5000,Raw Materials Expense,Rivera-Charles,13092.45,Elizabeth Shea,Gerald Freeman,PO827171,INV844485,13092.45,13092.45,13092.45,none
100036,2024-01-26,17:53:00,2024-01-26 17:53:00,Marketing,6000,Vendor Payments,"Durham, Bowen and Hess",25949.68,Janice Bush,Jeffrey Hancock,PO823194,INV335057,25949.68,25949.68,25949.68,none
103605,2024-01-26,17:54:00,2024-01-26 17:54:00,HR,5500,Utilities,Jones Inc,13074.37,Michael Fox,Lawrence Davis,PO421203,INV502949,13074.37,13074.37,13074.37,none
105028,2024-01-27,09:26:00,2024-01-27 09:26:00,Finance,5200,Travel & Entertainment,"Smith, Montgomery and Reyes",43335.59,Alyssa Jackson,Austin Cohen,PO139074,INV177736,43335.59,43335.59,43335.59,duplicate_payment
104912,2024-01-28,16:51:00,2024-01-28 16:51:00,Sales,5200,Travel & Entertainment,"Nelson, Duncan and Smith",39869.37,Christina Miller,Timothy Johnson,PO74543,INV573743,39869.37,39869.37,39869.37,weekend_posting
103593,2024-01-29,10:09:00,2024-01-29 10:09:00,HR,5300,Professional Fees,"Yang, Weber and Nielsen",4833.4,Mary Harrison,Taylor Carroll,PO564038,INV461248,4833.4,4833.4,4833.4,none
100987,2024-01-29,10:23:00,2024-01-29 10:23:00,Finance,5200,Travel & Entertainment,Hopkins Inc,22131.26,Michael Fox,Michael Macdonald,PO81712,INV795166,22131.26,22131.26,22131.26,none
102260,2024-01-29,11:12:00,2024-01-29 11:12:00,Marketing,5300,Professional Fees,"Martin, Brewer and Young",5401.08,Christopher Chung,Jeffrey Hancock,PO518951,INV839860,5401.08,5401.08,5401.08,none
100706,2024-01-29,11:16:00,2024-01-29 11:16:00,HR,5100,Office Supplies,Tucker Group,16396.55,Christina Miller,Donna Weber,PO672231,INV169749,16396.55,16396.55,16396.55,none
103410,2024-01-29,11:49:00,2024-01-29 11:49:00,Sales,5400,IT & Software,Gross-Morrison,4316.75,Alyssa Jackson,Gerald Freeman,PO176927,INV672906,4316.75,4316.75,4316.75,none
104752,2024-01-29,12:14:00,2024-01-29 12:14:00,Finance,5100,Office Supplies,Stewart-Russell,21692.63,Anita Harris,Gerald Freeman,PO591276,INV855590,21692.63,21692.63,21692.63,none
103138,2024-01-29,13:25:00,2024-01-29 13:25:00,Marketing,5100,Office Supplies,Rivera-Charles,32899.02,Austin Cohen,Janice Bush,PO100006,INV896037,32899.02,32899.02,32899.02,none
102526,2024-01-29,13:42:00,2024-01-29 13:42:00,Finance,5400,IT & Software,Mays-Ortega,8573.48,Tanner Avila,Patricia Perry,PO327780,INV104900,8573.48,8573.48,8573.48,none
100829,2024-01-29,14:22:00,2024-01-29 14:22:00,IT,6000,Vendor Payments,Smith-Parker,39585.0,Brittany Jackson,Donald Ferguson,PO837855,INV595031,39585.0,39585.0,39585.0,none
102053,2024-01-29,15:22:00,2024-01-29 15:22:00,Operations,6000,Vendor Payments,Harris PLC,16951.25,Autumn Reed,Michael Macdonald,PO911747,INV979220,16951.25,16951.25,16951.25,none
102031,2024-01-29,16:36:00,2024-01-29 16:36:00,HR,5400,IT & Software,"Durham, Bowen and Hess",27542.01,Sergio Arroyo,Donald Ferguson,PO908207,INV20641,27542.01,27542.01,27542.01,none
103894,2024-01-29,17:17:00,2024-01-29 17:17:00,Marketing,5200,Travel & Entertainment,"Silva, Jones and Oliver",13959.42,Sergio Arroyo,Alyssa Jackson,PO812232,INV922169,13959.42,13959.42,13959.42,none
101058,2024-01-29,18:41:00,2024-01-29 18:41:00,HR,6000,Vendor Payments,"Gardner, Perry and Cruz",13899.77,Alyssa Jackson,Christine Gonzales,PO325251,INV18387,13899.77,13899.77,13899.77,none
104969,2024-01-30,01:52:00,2024-01-30 01:52:00,HR,5400,IT & Software,Reyes-Glover,14327.82,Gary Stone,Joy Hernandez,PO682027,INV593570,14327.82,14327.82,14327.82,odd_hour_posting
104915,2024-01-30,03:41:00,2024-01-30 03:41:00,Operations,5400,IT & Software,"Morton, Reynolds and Anderson",12594.27,Gary Mays,James Dennis,PO825846,INV29805,12594.27,12594.27,12594.27,odd_hour_posting
101551,2024-01-30,09:52:00,2024-01-30 09:52:00,IT,5100,Office Supplies,Harris PLC,7357.12,Mary Harrison,Patricia Perry,PO38633,INV811048,7357.12,7357.12,7357.12,none
100271,2024-01-30,10:42:00,2024-01-30 10:42:00,Marketing,5200,Travel & Entertainment,Davidson-Frank,16167.66,Tanner Avila,Gary Stone,PO169628,INV693773,16167.66,16167.66,16167.66,none
102132,2024-01-30,10:55:00,2024-01-30 10:55:00,Marketing,5500,Utilities,Francis-Burke,5355.98,Tanner Avila,Michael Macdonald,PO519456,INV236092,5355.98,5355.98,5355.98,none
103199,2024-01-30,11:14:00,2024-01-30 11:14:00,Sales,5000,Raw Materials Expense,"Morton, Reynolds and Anderson",49363.86,Gary Mays,Christopher Chung,PO79026,INV943907,49363.86,49363.86,49363.86,none
104293,2024-01-30,11:23:00,2024-01-30 11:23:00,Marketing,5000,Raw Materials Expense,Schneider-Clark,4227.76,Patricia Perry,Denise Elliott,PO93675,INV633982,4227.76,4227.76,4227.76,none
101791,2024-01-30,11:28:00,2024-01-30 11:28:00,IT,5100,Office Supplies,Mays-Ortega,27179.36,Lindsey Lewis,Donald Ferguson,PO783040,INV92582,27179.36,27179.36,27179.36,none
103498,2024-01-30,12:10:00,2024-01-30 12:10:00,Sales,5000,Raw Materials Expense,Stewart-Russell,3917.78,Christina Miller,Brittany Jackson,PO498651,INV384935,3917.78,3917.78,3917.78,none
103259,2024-01-30,12:56:00,2024-01-30 12:56:00,IT,5100,Office Supplies,"Mills, Crane and Kim",28586.92,Janice Bush,Thomas Martin,PO752116,INV844792,28586.92,28586.92,28586.92,none
104956,2024-01-30,13:14:00,2024-01-30 13:14:00,IT,5000,Raw Materials Expense,Scott-Bailey,323854.36,Lindsey Lewis,Lawrence Davis,PO430631,INV330075,323854.36,323854.36,323854.36,unusual_amount
102750,2024-01-30,14:55:00,2024-01-30 14:55:00,Sales,5200,Travel & Entertainment,Larson PLC,5894.66,Tanner Avila,Michael Macdonald,PO162755,INV543513,5894.66,5894.66,5894.66,none
100362,2024-01-30,17:26:00,2024-01-30 17:26:00,Sales,5200,Travel & Entertainment,"Durham, Bowen and Hess",12575.95,Denise Elliott,Corey Jones,PO674980,INV2924,12575.95,12575.95,12575.95,none
102599,2024-01-30,18:01:00,2024-01-30 18:01:00,Marketing,5000,Raw Materials Expense,"Hernandez, Hopkins and Houston",26332.82,Sergio Arroyo,Dawn Hall,PO766313,INV54188,26332.82,26332.82,26332.82,none
100813,2024-01-30,18:17:00,2024-01-30 18:17:00,HR,5500,Utilities,"Cherry, Martin and Compton",19574.08,Michael Macdonald,Dawn Hall,PO928756,INV548236,19574.08,19574.08,19574.08,none
101921,2024-01-30,18:52:00,2024-01-30 18:52:00,Operations,5300,Professional Fees,"Brown, Baker and Alvarado",26696.4,Michael Rivas,Patricia Perry,PO304696,INV475176,26696.4,26696.4,26696.4,none
103017,2024-01-31,09:10:00,2024-01-31 09:10:00,Operations,5200,Travel & Entertainment,"Flores, Hood and Brown",3941.93,Sean Kelly,Christine Gonzales,PO111514,INV441181,3941.93,3941.93,3941.93,none
100798,2024-01-31,09:22:00,2024-01-31 09:22:00,Sales,5300,Professional Fees,Reyes-Glover,19117.69,Mary Harrison,Christopher Chung,PO946926,INV41435,19117.69,19117.69,19117.69,none
104032,2024-01-31,10:20:00,2024-01-31 10:20:00,Marketing,5400,IT & Software,Jones Inc,34849.96,Gary Mays,Janice Bush,PO950309,INV719884,34849.96,34849.96,34849.96,none
100758,2024-01-31,12:52:00,2024-01-31 12:52:00,HR,5000,Raw Materials Expense,Gross-Morrison,26241.19,Jeffrey Hancock,Patricia Lopez,PO573189,INV115260,26241.19,26241.19,26241.19,none
104457,2024-01-31,12:52:00,2024-01-31 12:52:00,Marketing,5400,IT & Software,Pearson PLC,16412.22,Donald Ferguson,Nicole Chavez,PO783492,INV416781,16412.22,16412.22,16412.22,none
101019,2024-01-31,13:08:00,2024-01-31 13:08:00,Sales,5200,Travel & Entertainment,Tucker Group,25406.26,Donna Weber,Timothy Johnson,PO807312,INV307624,25406.26,25406.26,25406.26,none
100847,2024-01-31,13:12:00,2024-01-31 13:12:00,IT,5400,IT & Software,"Brown, Baker and Alvarado",27452.83,Michael Rivas,Gerald Freeman,PO739784,INV932858,27452.83,27452.83,27452.83,none
103077,2024-01-31,13:37:00,2024-01-31 13:37:00,HR,6000,Vendor Payments,Gross-Morrison,8367.55,Dawn Hall,Brittany Jackson,PO925652,INV176438,8367.55,8367.55,8367.55,none
103671,2024-01-31,13:41:00,2024-01-31 13:41:00,Sales,5100,Office Supplies,Harper-Hernandez,10167.28,Austin Cohen,Corey Jones,PO389519,INV707636,10167.28,10167.28,10167.28,none
103265,2024-01-31,16:25:00,2024-01-31 16:25:00,Marketing,5400,IT & Software,Miller LLC,11551.24,Mary Harrison,Lindsey Lewis,PO786253,INV781277,11551.24,11551.24,11551.24,none
101132,2024-01-31,17:12:00,2024-01-31 17:12:00,HR,6000,Vendor Payments,Miller LLC,9373.01,Tanner Avila,Timothy Johnson,PO226646,INV892603,9373.01,9373.01,9373.01,none
103402,2024-01-31,18:30:00,2024-01-31 18:30:00,Marketing,5100,Office Supplies,Harper-Hernandez,6421.87,Janice Bush,Nicole Chavez,PO574471,INV786279,6421.87,6421.87,6421.87,none
104451,2024-01-31,18:37:00,2024-01-31 18:37:00,Marketing,5300,Professional Fees,Miller LLC,7193.38,Gary Mays,James Dennis,PO587781,INV109604,7193.38,7193.38,7193.38,none
102486,2024-01-31,18:56:00,2024-01-31 18:56:00,Sales,5300,Professional Fees,Lopez Ltd,18148.21,Denise Elliott,Donna Weber,PO350122,INV704157,18148.21,18148.21,18148.21,none
102553,2024-02-01,09:47:00,2024-02-01 09:47:00,Finance,5000,Raw Materials Expense,Mora-Lynn,10884.16,Anita Harris,Gerald Freeman,PO625116,INV931374,10884.16,10884.16,10884.16,none
104901,2024-02-01,09:58:00,2024-02-01 09:58:00,Marketing,5100,Office Supplies,Raymond-Lucas,21362.92,Brittany Jackson,Brittany Jackson,PO92700,INV728136,21362.92,21362.92,21362.92,segregation_violation
104543,2024-02-01,10:25:00,2024-02-01 10:25:00,Sales,5200,Travel & Entertainment,Pearson PLC,32986.95,Christina Miller,Patricia Lopez,PO116556,INV774033,32986.95,32986.95,32986.95,none
102269,2024-02-01,10:31:00,2024-02-01 10:31:00,IT,5500,Utilities,Murphy Inc,25239.83,Patricia Perry,Gerald Freeman,PO572793,INV166149,25239.83,25239.83,25239.83,none
102931,2024-02-01,10:38:00,2024-02-01 10:38:00,Procurement,5300,Professional Fees,"Howard, Tucker and Flores",7430.47,Autumn Reed,Janice Bush,PO494455,INV969967,7430.47,7430.47,7430.47,none
100315,2024-02-01,11:33:00,2024-02-01 11:33:00,IT,5100,Office Supplies,Harris PLC,20087.77,Christina Miller,Corey Jones,PO179925,INV435504,20087.77,20087.77,20087.77,none
100548,2024-02-01,11:48:00,2024-02-01 11:48:00,Finance,5100,Office Supplies,Harper-Hernandez,21633.86,Gary Stone,Timothy Johnson,PO685199,INV942240,21633.86,21633.86,21633.86,none
104851,2024-02-01,13:42:00,2024-02-01 13:42:00,Operations,5100,Office Supplies,Raymond-Lucas,21527.02,Gary Mays,Gary Stone,PO627796,INV336161,21527.02,21527.02,21527.02,duplicate_payment
100854,2024-02-01,13:56:00,2024-02-01 13:56:00,IT,5200,Travel & Entertainment,"Decker, Eaton and Arnold",11931.57,Christina Miller,Gary Stone,PO408256,INV740925,11931.57,11931.57,11931.57,none
100033,2024-02-01,15:46:00,2024-02-01 15:46:00,Operations,5300,Professional Fees,Jones Ltd,7992.85,Lindsey Lewis,Austin Cohen,PO942010,INV805255,7992.85,7992.85,7992.85,none
101867,2024-02-01,17:49:00,2024-02-01 17:49:00,Finance,5200,Travel & Entertainment,Ballard-Jenkins,15233.29,Gary Mays,Tanner Avila,PO219408,INV782116,15233.29,15233.29,15233.29,none
100342,2024-02-01,17:57:00,2024-02-01 17:57:00,IT,5200,Travel & Entertainment,Rivera-Charles,9483.51,Sean Kelly,Austin Cohen,PO871363,INV897499,9483.51,9483.51,9483.51,none
102090,2024-02-01,18:51:00,2024-02-01 18:51:00,Sales,5100,Office Supplies,"Smith, Montgomery and Reyes",19320.41,Corey Jones,Donna Weber,PO461004,INV568322,19320.41,19320.41,19320.41,none
101044,2024-02-02,09:55:00,2024-02-02 09:55:00,IT,5500,Utilities,"Jefferson, Sullivan and Young",32350.61,Patricia Perry,Leslie Robinson,PO688348,INV503808,32350.61,32350.61,32350.61,none
101306,2024-02-02,10:01:00,2024-02-02 10:01:00,Sales,5100,Office Supplies,Hughes-Nichols,18670.83,Christopher Chung,Michael Fox,PO934107,INV298612,18670.83,18670.83,18670.83,none
103244,2024-02-02,10:11:00,2024-02-02 10:11:00,Finance,5400,IT & Software,Galvan Group,8287.68,James Dennis,Gerald Freeman,PO871992,INV361757,8287.68,8287.68,8287.68,none
100254,2024-02-02,10:53:00,2024-02-02 10:53:00,Sales,5300,Professional Fees,"Martin, Brewer and Young",38718.06,Mary Harrison,Anita Harris,PO155631,INV477687,38718.06,38718.06,38718.06,none
102516,2024-02-02,11:09:00,2024-02-02 11:09:00,Finance,5500,Utilities,"Jefferson, Sullivan and Young",6137.15,Mary Harrison,Donald Ferguson,PO490534,INV532984,6137.15,6137.15,6137.15,none
102765,2024-02-02,11:12:00,2024-02-02 11:12:00,HR,5100,Office Supplies,Stevens-Gibson,22924.39,Patricia Lopez,Janice Bush,PO552296,INV411799,22924.39,22924.39,22924.39,none
104129,2024-02-02,11:31:00,2024-02-02 11:31:00,Finance,5100,Office Supplies,Mora-Lynn,19184.74,Alyssa Jackson,James Dennis,PO382897,INV786955,19184.74,19184.74,19184.74,none
103956,2024-02-02,12:53:00,2024-02-02 12:53:00,Sales,5500,Utilities,Stevens-Gibson,7541.79,Christopher Chung,Christine Gonzales,PO727563,INV190311,7541.79,7541.79,7541.79,none
101214,2024-02-02,13:57:00,2024-02-02 13:57:00,Procurement,5300,Professional Fees,Smith-Parker,1551.98,Elizabeth Boyle,Sean Kelly,PO548999,INV54920,1551.98,1551.98,1551.98,none
100028,2024-02-02,14:01:00,2024-02-02 14:01:00,HR,5300,Professional Fees,"Mills, Crane and Kim",10959.05,Lawrence Davis,James Dennis,PO479660,INV138450,10959.05,10959.05,10959.05,none
101430,2024-02-02,14:01:00,2024-02-02 14:01:00,Finance,5000,Raw Materials Expense,"Dixon, Jackson and Benjamin",10971.59,Austin Cohen,Patricia Perry,PO98673,INV52760,10971.59,10971.59,10971.59,none
104490,2024-02-02,14:14:00,2024-02-02 14:14:00,IT,5200,Travel & Entertainment,Humphrey-Berg,28463.13,Leslie Robinson,Lindsey Lewis,PO642792,INV346302,28463.13,28463.13,28463.13,none
100579,2024-02-02,14:17:00,2024-02-02 14:17:00,Finance,5200,Travel & Entertainment,Hopkins Inc,21528.02,Jeffrey Hancock,Nicole Clarke,PO707518,INV720408,21528.02,21528.02,21528.02,none
101223,2024-02-02,14:27:00,2024-02-02 14:27:00,Marketing,6000,Vendor Payments,White-Thomas,8098.42,Christina Miller,Donna Weber,PO48331,INV675121,8098.42,8098.42,8098.42,none
102111,2024-02-02,14:27:00,2024-02-02 14:27:00,Marketing,5200,Travel & Entertainment,Torres-Mendoza,6799.49,Joy Hernandez,Michael Rivas,PO481609,INV121170,6799.49,6799.49,6799.49,none
100018,2024-02-02,15:24:00,2024-02-02 15:24:00,Sales,6000,Vendor Payments,Hopkins Inc,11041.93,Tanner Avila,Mary Harrison,PO703149,INV132854,11041.93,11041.93,11041.93,none
100084,2024-02-02,15:26:00,2024-02-02 15:26:00,Sales,5100,Office Supplies,"Dixon, Jackson and Benjamin",10776.03,Denise Elliott,James Dennis,PO561447,INV823442,10776.03,10776.03,10776.03,none
103198,2024-02-02,16:16:00,2024-02-02 16:16:00,Marketing,5500,Utilities,Reyes-Glover,19136.23,Nicole Clarke,Alyssa Jackson,PO976677,INV581847,19136.23,19136.23,19136.23,none
102838,2024-02-02,17:15:00,2024-02-02 17:15:00,Operations,5100,Office Supplies,Mays-Ortega,14869.42,Alyssa Jackson,Michael Rivas,PO646043,INV257794,14869.42,14869.42,14869.42,none
102951,2024-02-02,17:24:00,2024-02-02 17:24:00,Sales,5100,Office Supplies,"Cherry, Martin and Compton",10559.44,Autumn Reed,Donna Weber,PO349499,INV874946,10559.44,10559.44,10559.44,none
104105,2024-02-02,17:47:00,2024-02-02 17:47:00,IT,5500,Utilities,Hopkins Inc,23742.97,Gary Stone,Christina Miller,PO727505,INV155522,23742.97,23742.97,23742.97,none
103846,2024-02-02,17:49:00,2024-02-02 17:49:00,Marketing,5500,Utilities,Hughes-Nichols,16376.91,Christopher Chung,Michael Macdonald,PO37793,INV805462,16376.91,16376.91,16376.91,none
101474,2024-02-02,17:53:00,2024-02-02 17:53:00,HR,6000,Vendor Payments,Galvan Group,6483.78,Joy Hernandez,Nicole Clarke,PO61809,INV586101,6483.78,6483.78,6483.78,none
104873,2024-02-02,18:28:00,2024-02-02 18:28:00,Sales,5000,Raw Materials Expense,Smith-Wise,7547.79,Elizabeth Shea,Thomas Martin,PO809469,INV184144,7547.79,7547.79,7547.79,duplicate_payment
104894,2024-02-04,13:52:00,2024-02-04 13:52:00,Finance,5400,IT & Software,"Nelson, Duncan and Smith",17646.95,Thomas Martin,Dawn Hall,PO512290,INV282352,17646.95,17646.95,17646.95,weekend_posting
102010,2024-02-05,09:47:00,2024-02-05 09:47:00,HR,6000,Vendor Payments,"Duncan, Graham and Stark",8307.8,Gerald Freeman,Michael Rivas,PO502413,INV572148,8307.8,8307.8,8307.8,none
103039,2024-02-05,09:47:00,2024-02-05 09:47:00,Marketing,5100,Office Supplies,"Morton, Reynolds and Anderson",27412.57,Christopher Chung,Jeffrey Hancock,PO734690,INV27638,27412.57,27412.57,27412.57,none
101403,2024-02-05,12:03:00,2024-02-05 12:03:00,Finance,5100,Office Supplies,"Hernandez, Hopkins and Houston",18000.17,Autumn Reed,Donald Ferguson,PO98059,INV73403,18000.17,18000.17,18000.17,none
103868,2024-02-05,12:17:00,2024-02-05 12:17:00,HR,5100,Office Supplies,"Jefferson, Sullivan and Young",18390.33,Taylor Carroll,Gary Stone,PO470685,INV385573,18390.33,18390.33,18390.33,none
101698,2024-02-05,13:27:00,2024-02-05 13:27:00,Marketing,5400,IT & Software,Ballard-Jenkins,9079.55,Leslie Robinson,Michael Macdonald,PO287323,INV574319,9079.55,9079.55,9079.55,none
105011,2024-02-05,13:42:00,2024-02-05 13:42:00,Operations,5100,Office Supplies,Raymond-Lucas,21527.02,Gary Mays,Gary Stone,PO627796,INV336161,21527.02,21527.02,21527.02,duplicate_payment
103189,2024-02-05,13:45:00,2024-02-05 13:45:00,Marketing,5000,Raw Materials Expense,"Robles, Moses and Morgan",10803.96,Sean Kelly,Gary Mays,PO49564,INV76786,10803.96,10803.96,10803.96,none
103378,2024-02-05,15:04:00,2024-02-05 15:04:00,HR,5000,Raw Materials Expense,"Dixon, Jackson and Benjamin",6922.56,Michael Rivas,Gary Stone,PO749697,INV940525,6922.56,6922.56,6922.56,none
103673,2024-02-05,15:48:00,2024-02-05 15:48:00,Operations,5300,Professional Fees,Young Inc,13409.58,Patricia Lopez,Lindsey Lewis,PO392496,INV354371,13409.58,13409.58,13409.58,none
101681,2024-02-05,16:06:00,2024-02-05 16:06:00,HR,5400,IT & Software,"Brown, Baker and Alvarado",1109.29,Christopher Chung,Thomas Martin,PO942492,INV436898,1109.29,1109.29,1109.29,none
103640,2024-02-05,16:20:00,2024-02-05 16:20:00,HR,5000,Raw Materials Expense,Mays-Ortega,38004.86,Gary Stone,Alyssa Jackson,PO270,INV35732,38004.86,38004.86,38004.86,none
101099,2024-02-05,16:43:00,2024-02-05 16:43:00,HR,5300,Professional Fees,Powers Group,20951.05,Tanner Avila,Leslie Robinson,PO298072,INV292987,20951.05,20951.05,20951.05,none
100463,2024-02-05,17:36:00,2024-02-05 17:36:00,Marketing,6000,Vendor Payments,"Silva, Jones and Oliver",35056.3,Elizabeth Shea,Gerald Freeman,PO611043,INV907522,35056.3,35056.3,35056.3,none
